OMIM:300682
OMIM:600192
OMIM:126420
OMIM:212540
OMIM:618807
OMIM:158900
OMIM:615999
OMIM:159552
OMIM:601512
OMIM:147553
OMIM:159555
OMIM:606191
OMIM:604113
OMIM:613844
OMIM:612769
OMIM:300084
OMIM:616863
OMIM:601409
OMIM:167050
OMIM:105590
OMIM:607407
OMIM:147180
OMIM:601658
OMIM:606681
OMIM:604443
OMIM:605253
OMIM:600516
OMIM:114290
OMIM:120130
OMIM:300456
OMIM:113900
OMIM:602544
OMIM:607628
OMIM:604505
OMIM:243000
OMIM:601231
OMIM:601071
OMIM:229300
OMIM:253600
OMIM:601235
OMIM:610004
OMIM:601483
OMIM:613460
OMIM:313900
OMIM:270450
OMIM:590010
OMIM:273750
OMIM:611818
OMIM:300747
OMIM:254450
OMIM:278150
OMIM:138030
OMIM:614371
OMIM:114840
OMIM:165330
OMIM:182279
OMIM:211980
OMIM:601639
OMIM:610568
OMIM:603776
OMIM:190040
OMIM:611942
OMIM:186570
OMIM:610623
OMIM:182230
OMIM:118910
OMIM:123812
OMIM:126900
OMIM:610994
OMIM:601021
OMIM:217095
OMIM:300451
OMIM:611878
OMIM:164177
OMIM:300510
OMIM:142702
OMIM:601464
OMIM:613554
OMIM:182450
OMIM:208900
OMIM:122720
OMIM:313650
OMIM:616754
OMIM:603930
OMIM:158105
OMIM:613679
OMIM:603933
OMIM:275100
OMIM:176982
OMIM:602260
OMIM:125860
OMIM:608541
OMIM:619812
OMIM:182290
OMIM:604927
OMIM:226600
OMIM:153619
OMIM:607989
OMIM:166710
OMIM:222600
OMIM:126550
OMIM:145000
OMIM:605199
OMIM:601911
OMIM:244400
OMIM:600560
OMIM:604001
OMIM:604232
OMIM:612076
OMIM:614395
OMIM:300401
OMIM:601696
OMIM:139300
OMIM:607127
OMIM:604643
OMIM:153550
OMIM:107680
OMIM:176870
OMIM:604878
OMIM:605639
OMIM:601546
OMIM:613194
OMIM:608118
OMIM:615353
OMIM:609451
OMIM:617749
OMIM:607997
OMIM:601272
OMIM:258900
OMIM:164820
OMIM:614671
OMIM:602281
OMIM:106600
OMIM:113520
OMIM:146500
OMIM:188400
OMIM:138440
OMIM:610795
OMIM:172430
OMIM:600438
OMIM:617966
OMIM:605467
OMIM:276900
OMIM:601493
OMIM:607083
OMIM:166700
OMIM:175100
OMIM:300163
OMIM:603830
OMIM:620798
OMIM:603050
OMIM:180472
OMIM:600124
OMIM:108800
OMIM:613426
OMIM:190685
OMIM:116810
OMIM:137750
OMIM:301500
OMIM:604457
OMIM:600376
OMIM:250800
OMIM:120140
OMIM:615557
OMIM:272800
OMIM:608616
OMIM:611223
OMIM:314370
OMIM:605692
OMIM:194200
OMIM:610651
OMIM:612219
OMIM:613660
OMIM:189800
OMIM:615396
OMIM:156100
OMIM:615489
OMIM:610713
OMIM:112261
OMIM:206900
OMIM:613223
OMIM:619066
OMIM:610125
OMIM:613861
OMIM:309550
OMIM:173410
OMIM:606672
OMIM:612157
OMIM:116790
OMIM:616708
OMIM:608232
OMIM:312820
OMIM:600625
OMIM:612337
OMIM:615997
OMIM:611136
OMIM:243400
OMIM:243180
OMIM:605496
OMIM:231550
OMIM:612309
OMIM:616181
OMIM:600701
OMIM:613750
OMIM:110700
OMIM:601993
OMIM:158350
OMIM:605445
OMIM:131100
OMIM:604405
OMIM:151623
OMIM:601884
OMIM:610079
OMIM:102480
OMIM:600618
OMIM:161555
OMIM:275000
OMIM:601019
OMIM:612205
OMIM:610016
OMIM:619990
OMIM:276400
OMIM:618983
OMIM:600922
OMIM:165550
OMIM:600299
OMIM:202400
OMIM:162320
OMIM:161400
OMIM:612486
OMIM:608160
OMIM:605297
OMIM:314670
OMIM:268310
OMIM:601879
OMIM:607948
OMIM:609757
OMIM:146880
OMIM:400045
OMIM:617476
OMIM:611593
OMIM:602588
OMIM:605337
OMIM:102200
OMIM:123803
OMIM:608737
OMIM:604953
OMIM:611819
OMIM:261640
OMIM:612838
OMIM:176310
OMIM:259100
OMIM:607682
OMIM:604260
OMIM:614886
OMIM:191315
OMIM:231000
OMIM:164757
OMIM:118423
OMIM:189300
OMIM:120700
OMIM:138945
OMIM:601568
OMIM:618147
OMIM:601228
OMIM:601459
OMIM:142385
OMIM:176920
OMIM:603470
OMIM:165080
OMIM:256050
OMIM:516000
OMIM:147100
OMIM:613978
OMIM:304020
OMIM:613688
OMIM:277000
OMIM:600049
OMIM:217090
OMIM:602060
OMIM:608793
OMIM:123620
OMIM:180240
OMIM:135290
OMIM:109780
OMIM:174400
OMIM:273300
OMIM:611590
OMIM:613820
OMIM:600140
OMIM:136533
OMIM:311800
OMIM:236200
OMIM:604984
OMIM:102980
OMIM:614686
OMIM:601634
OMIM:227010
OMIM:612641
OMIM:103100
OMIM:300351
OMIM:147050
OMIM:300495
OMIM:600610
OMIM:607897
OMIM:137760
OMIM:603165
OMIM:605644
OMIM:168601
OMIM:607150
OMIM:256810
OMIM:607153
OMIM:603065
OMIM:606078
OMIM:614722
OMIM:618406
OMIM:605552
OMIM:601800
OMIM:614844
OMIM:602614
OMIM:605131
OMIM:606597
OMIM:101600
OMIM:608263
OMIM:606777
OMIM:607305
OMIM:176410
OMIM:305000
OMIM:613146
OMIM:601721
OMIM:603693
OMIM:607785
OMIM:100650
OMIM:160120
OMIM:613508
OMIM:133435
OMIM:600542
OMIM:127700
OMIM:193007
OMIM:609015
OMIM:609246
OMIM:210250
OMIM:107670
OMIM:160800
OMIM:601144
OMIM:300206
OMIM:193220
OMIM:606952
OMIM:220100
OMIM:604370
OMIM:142800
OMIM:180470
OMIM:613424
OMIM:123885
OMIM:608859
OMIM:613568
OMIM:183090
OMIM:131550
OMIM:214100
OMIM:607698
OMIM:168820
OMIM:603783
OMIM:606999
OMIM:607020
OMIM:612712
OMIM:602124
OMIM:115450
OMIM:615145
OMIM:138170
OMIM:241500
OMIM:612964
OMIM:136570
OMIM:612555
OMIM:600919
OMIM:100300
OMIM:612446
OMIM:189889
OMIM:617948
OMIM:248250
OMIM:612052
OMIM:615487
OMIM:612910
OMIM:147545
OMIM:619105
OMIM:608516
OMIM:109690
OMIM:605147
OMIM:500007
OMIM:516070
OMIM:110800
OMIM:303700
OMIM:186910
OMIM:607499
OMIM:166750
OMIM:618608
OMIM:604201
OMIM:600582
OMIM:604938
OMIM:137550
OMIM:601487
OMIM:612603
